user_id;user_name;t_user;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
5836692;FBrahimi;Fadhila BRAHIMI;0;0;Thu Mar 30 08:25:05 +0000 2023;False;[{'text': 'SouveraineteNumerique', 'indices': [0, 22]}, {'text': 'OpenSource', 'indices': [118, 129]}, {'text': 'InternetMadeInFrance', 'indices': [243, 264]}];[{'screen_name': 'AFNIC', 'name': 'Afnic', 'id': 80058925, 'id_str': '80058925', 'indices': [54, 60]}, {'screen_name': 'remasse', 'name': 'Régis MASSÉ', 'id': 61858229, 'id_str': '61858229', 'indices': [267, 275]}];"#SouveraineteNumerique = soutenir les solutions 🇫🇷 
👏 @AFNIC 
 « ..nous avons la volonté de privilégier des solutions #OpenSource, ainsi que des acteurs 🇫🇷lorsque c'est possible, car l'une de nos missions est de soutenir le développement de l'#InternetMadeInFrance » @remasse https://t.co/mnt3OaXY7O"
1485337621;bonnin75;Mireille Bonnin;2;0;Thu Mar 30 08:23:44 +0000 2023;True;[];[{'screen_name': 'InfraNum', 'name': 'InfraNum', 'id': 928030280, 'id_str': '928030280', 'indices': [3, 12]}, {'screen_name': 'jlsalla', 'name': 'jean-luc sallaberry', 'id': 979376355304452097, 'id_str': '979376355304452097', 'indices': [84, 92]}, {'screen_name': 'fnccr', 'name': 'FNCCR', 'id': 510382623, 'id_str': '510382623', 'indices': [95, 101]}];"RT @InfraNum: ➡️ Discours d'ouverture sur les enjeux de souveraineté européenne par @jlsalla - @fnccr.
🎤Les datacenters publics territoriau…"
718291279352872963;10000codeurs;10.000 Codeurs;2;0;Thu Mar 30 08:04:25 +0000 2023;True;[];[{'screen_name': 'InfraNum', 'name': 'InfraNum', 'id': 928030280, 'id_str': '928030280', 'indices': [3, 12]}, {'screen_name': 'jlsalla', 'name': 'jean-luc sallaberry', 'id': 979376355304452097, 'id_str': '979376355304452097', 'indices': [84, 92]}, {'screen_name': 'fnccr', 'name': 'FNCCR', 'id': 510382623, 'id_str': '510382623', 'indices': [95, 101]}];"RT @InfraNum: ➡️ Discours d'ouverture sur les enjeux de souveraineté européenne par @jlsalla - @fnccr.
🎤Les datacenters publics territoriau…"
928030280;InfraNum;InfraNum;2;1;Thu Mar 30 07:43:47 +0000 2023;False;[];[{'screen_name': 'jlsalla', 'name': 'jean-luc sallaberry', 'id': 979376355304452097, 'id_str': '979376355304452097', 'indices': [70, 78]}, {'screen_name': 'fnccr', 'name': 'FNCCR', 'id': 510382623, 'id_str': '510382623', 'indices': [81, 87]}];"➡️ Discours d'ouverture sur les enjeux de souveraineté européenne par @jlsalla - @fnccr.
🎤Les datacenters publics territoriaux et la lancement du CSF Numérique de Confiance au coeur de l'actualité. https://t.co/I4irkX3Tu3"
904251472640139265;mbayassine;Mahjoub BAYASSINE;7;0;Thu Mar 30 04:21:28 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
606246406;mo_cazer;MO Cazer;0;0;Thu Mar 30 03:55:57 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}];"RT @Alexis_IZARD: Reprendre une entreprise est une aventure exceptionnelle ! 

C’est aussi la clé pour protéger les emplois, favoriser les…"
1403681044172349442;Fulenjoy2;Filo;0;0;Thu Mar 30 00:40:59 +0000 2023;False;[];[{'screen_name': 'UPR_Asselineau', 'name': 'François Asselineau', 'id': 200659061, 'id_str': '200659061', 'indices': [0, 15]}];@UPR_Asselineau J'ai créé ce flyer numérique en l'honneur de FRANCEMINATOR . Afin que la population puisse être informée de la situation actuelle du pays, il est nécessaire d'afficher cette affiche sur les autoroutes. Le sens de souveraineté de notre FRANCEMINATOR . https://t.co/fHaBU901T3
437351026;Richard_S81;Richard S.;1;0;Wed Mar 29 23:47:12 +0000 2023;True;[];[{'screen_name': 'FCazals', 'name': 'François Cazals', 'id': 4471191, 'id_str': '4471191', 'indices': [3, 11]}];RT @FCazals: Google propose un indicateur de souveraineté numérique pour ses clients qui serait inquiet par l’application du Cloud Act en F…
1007512679785881600;digitalfrschool;Digital France School;7;0;Wed Mar 29 22:12:37 +0000 2023;True;[];[{'screen_name': 'Alexis_IZARD', 'name': 'Alexis Izard', 'id': 757825981310574592, 'id_str': '757825981310574592', 'indices': [3, 16]}, {'screen_name': 'Techinnov', 'name': 'Techinnov', 'id': 236832262, 'id_str': '236832262', 'indices': [34, 44]}, {'screen_name': 'cciessonne', 'name': 'CCI Essonne', 'id': 234741349, 'id_str': '234741349', 'indices': [94, 105]}];"RT @Alexis_IZARD: 🚀🚀 En direct de @Techinnov, grand événement technologie et innovation de la @cciessonne ! 

Des projets innovants et des…"
1472168186279833606;Bot_CyberNews;Bot Cyber-News 🏴‍☠️🇫🇷;1;0;Wed Mar 29 22:00:03 +0000 2023;True;[{'text': 'CYBERSECURITE', 'indices': [70, 84]}, {'text': 'SOUVERAINETÉ', 'indices': [87, 100]}, {'text': 'GOUVERNANCE', 'indices': [103, 115]}];[{'screen_name': 'marcoessomba', 'name': 'Marco Essomba', 'id': 3123025469, 'id_str': '3123025469', 'indices': [3, 16]}];"RT @marcoessomba: PAROLES D'EXPERTS, TV EMISSION N°5, SAISON 2 [🇫🇷] | #CYBERSECURITE | #SOUVERAINETÉ | #GOUVERNANCE

Plus notre société se…"
