;rt_user;t_user;user_id;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
31;Armand;lamarsweb;3002496678;613;0;Fri Apr 21 17:05:55 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
32;Elias83;lamarsweb;1260634540432900097;613;0;Fri Apr 21 17:05:41 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
33;🇫🇷Francky rafale🇫🇷👌;lamarsweb;839816530896506881;613;0;Fri Apr 21 17:04:03 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
34;goldfinger;lamarsweb;854153089;613;0;Fri Apr 21 17:00:58 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
35;06babette;lamarsweb;319131265;613;0;Fri Apr 21 17:00:54 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
36;Bruno MECHIN;lamarsweb;529292291;613;0;Fri Apr 21 16:59:39 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
37;Isa_SmallRiver;lamarsweb;3343071723;613;0;Fri Apr 21 16:58:09 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
38;Frédéric Hermelin 🎬;linagora;268962504;4;0;Fri Apr 21 16:57:03 +0000 2023;True;[{'text': 'opensource', 'indices': [31, 42]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [Les soirées #opensource Pro] Edition Spéciale
✨ Souveraineté Numérique... C'est lundi...

⏰ Lundi 24 avril - 18H30 - #Vi…"
39;romano;lamarsweb;1647951194969497602;613;0;Fri Apr 21 16:54:20 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
40;Natacha Tahiti;lamarsweb;2792615047;613;0;Fri Apr 21 16:51:19 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
41;Deniza Mihailovic ✌✌🤞🤞;lamarsweb;1172890082212306944;613;0;Fri Apr 21 16:48:56 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
42;Aubrée DELAURORE;lamarsweb;1497584873892110341;613;0;Fri Apr 21 16:48:21 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
43;Radio Londres 2.0 - Web Radio;lamarsweb;1191636425281855488;613;0;Fri Apr 21 16:48:07 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
44;Vilain Cégétiste;lamarsweb;845399351929294854;613;0;Fri Apr 21 16:48:01 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
45;dudu;lamarsweb;428480899;613;0;Fri Apr 21 16:45:15 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
46;Maki Kata 🐢 🌻🔴🌹_ ✌ν _🐈 🦧🐘🦔🐬🐞;lamarsweb;899535946076573696;613;0;Fri Apr 21 16:45:07 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
47;Badanol;lamarsweb;3065998925;613;0;Fri Apr 21 16:43:47 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
48;Masashig3;lamarsweb;1140691679906844673;613;0;Fri Apr 21 16:41:14 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
49;Humblot;lamarsweb;2315238829;613;0;Fri Apr 21 16:40:24 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
50;Jean-Michel CAYROL🔺 φ 🧹🐢 🆕️ 🆙 ✌️;lamarsweb;145530303;613;0;Fri Apr 21 16:39:58 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
51;phileas fogg;lamarsweb;620451114;613;0;Fri Apr 21 16:37:47 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
52;Pascal 🦁- Matricule 4592;lamarsweb;1141243230;613;0;Fri Apr 21 16:37:10 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
53;fabrice;lamarsweb;2262549362;613;0;Fri Apr 21 16:37:10 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
54;Jean Michel Cochois;lamarsweb;1504492436269187077;613;0;Fri Apr 21 16:37:09 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
55;Vincent legroux;SmartCityMag_FR;3400236969;2;0;Fri Apr 21 16:31:43 +0000 2023;True;[];[{'screen_name': 'SmartCityMag_FR', 'name': 'Smart City Mag', 'id': 773169924307124224, 'id_str': '773169924307124224', 'indices': [3, 19]}, {'screen_name': 'bertrandserp', 'name': 'Bertrand Serp', 'id': 33506493, 'id_str': '33506493', 'indices': [21, 34]}];"RT @SmartCityMag_FR: @bertrandserp : ""Nous sommes persuadés que la souveraineté numérique est un enjeu majeur pour les collectivités et la…"
56;liger luc;lamarsweb;1437706794609037312;613;0;Fri Apr 21 16:31:23 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
57;Bertrand Serp;SmartCityMag_FR;33506493;2;0;Fri Apr 21 16:29:47 +0000 2023;True;[];[{'screen_name': 'SmartCityMag_FR', 'name': 'Smart City Mag', 'id': 773169924307124224, 'id_str': '773169924307124224', 'indices': [3, 19]}, {'screen_name': 'bertrandserp', 'name': 'Bertrand Serp', 'id': 33506493, 'id_str': '33506493', 'indices': [21, 34]}];"RT @SmartCityMag_FR: @bertrandserp : ""Nous sommes persuadés que la souveraineté numérique est un enjeu majeur pour les collectivités et la…"
58;char aznable;lamarsweb;3200054951;613;0;Fri Apr 21 16:29:26 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
59;moymoy;lamarsweb;705755335;613;0;Fri Apr 21 16:29:07 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
60;aspi;lamarsweb;1416424460756922373;613;0;Fri Apr 21 16:27:49 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
61;d. Leprince;lamarsweb;3350326641;613;0;Fri Apr 21 16:26:11 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
62;Flamiche;lamarsweb;1513139132129763329;613;0;Fri Apr 21 16:24:42 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
63;Stéphanie Sanchez;lamarsweb;1419694538550128643;613;0;Fri Apr 21 16:22:21 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
64;Lo;lamarsweb;398329338;613;0;Fri Apr 21 16:20:09 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
