;rt_user;t_user;user_id;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
19;Fondation Mines-Télécom;IMTFrance;1512683562;2;0;Tue Apr 04 14:16:15 +0000 2023;True;[];[{'screen_name': 'IMTFrance', 'name': 'Institut Mines-Télécom (IMT)', 'id': 786948902025039872, 'id_str': '786948902025039872', 'indices': [3, 13]}];"RT @IMTFrance: 🏆 Prix IMT-Académie des sciences, l’appel à candidatures ouvert jusqu’au 15 mai

▶️ 2 prix

▶️ 4 domaines
industrie du futur…"
20;Benjamin Legrand;MajoriteGE;169052610;23;0;Tue Apr 04 12:58:47 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
22;Innocenti Franck;LopezLiguori;1,44066E+18;6;0;Tue Apr 04 12:35:51 +0000 2023;True;[];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];RT @LopezLiguori: Je ne fais pas d’OPA sur la cybersécurité, mais merci de saluer mon travail à la présidence du groupe d’étude Économie, S…
23;Franck LEROY;MajoriteGE;1,36031E+18;23;0;Tue Apr 04 11:59:27 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
24;Alexandre MORA;MajoriteGE;3023424339;23;0;Tue Apr 04 11:42:58 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
26;Vincent legroux;MajoriteGE;3400236969;23;0;Tue Apr 04 11:33:02 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
27;Yves HAMY;MajoriteGE;1,20516E+18;23;0;Tue Apr 04 11:12:24 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
28;Irène;MajoriteGE;205812902;23;0;Tue Apr 04 11:06:50 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
29;Cédric CURTIL;IMTFrance;292835962;2;0;Tue Apr 04 11:02:47 +0000 2023;True;[];[{'screen_name': 'IMTFrance', 'name': 'Institut Mines-Télécom (IMT)', 'id': 786948902025039872, 'id_str': '786948902025039872', 'indices': [3, 13]}];"RT @IMTFrance: 🏆 Prix IMT-Académie des sciences, l’appel à candidatures ouvert jusqu’au 15 mai

▶️ 2 prix

▶️ 4 domaines
industrie du futur…"
32;Laurent Schumacher 🇨🇵🇪🇺🇺🇦;MajoriteGE;94730243;23;0;Tue Apr 04 10:29:22 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
33;Valérie Debord;MajoriteGE;367926061;23;0;Tue Apr 04 10:13:19 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
34;Christèle WILLER;MajoriteGE;3131376975;23;0;Tue Apr 04 10:00:33 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
35;Bot Cyber-News 🏴‍☠️🇫🇷;MajoriteGE;1,47217E+18;23;0;Tue Apr 04 10:00:04 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
37;Mickael Gaillard;MajoriteGE;3843241534;23;0;Tue Apr 04 09:57:46 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
38;Sommer de Launay;MajoriteGE;9,14818E+17;23;0;Tue Apr 04 09:54:41 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
39;Bruno MINUTIELLO;MajoriteGE;1,0022E+18;23;0;Tue Apr 04 09:47:51 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
41;Charlotte Bletterie Muesser;MajoriteGE;1,21993E+18;23;0;Tue Apr 04 09:47:20 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
42;Jacky DESBROSSE;MajoriteGE;9,80333E+17;23;0;Tue Apr 04 09:42:54 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
43;Marie-Louise KUNTZ;MajoriteGE;1,43626E+18;23;0;Tue Apr 04 09:41:51 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
44;Buhl Denise;MajoriteGE;1,39065E+18;23;0;Tue Apr 04 09:41:42 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
45;PierreMarc DUFRAISSE;MajoriteGE;96637489;23;0;Tue Apr 04 09:40:25 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
46;Kaa.;MajoriteGE;1,20291E+18;23;0;Tue Apr 04 09:39:55 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
48;François BOCQUET;MonsieurRelou;12073732;1;0;Tue Apr 04 09:07:24 +0000 2023;True;[];[{'screen_name': 'MonsieurRelou', 'name': 'Monsieur Relou 😑', 'id': 1308371067774398464, 'id_str': '1308371067774398464', 'indices': [3, 17]}];"RT @MonsieurRelou: Voilà qui n'augure rien de bon pour la souveraineté tant vantée par les différents organes du ""numérique éducatif"" en Fr…"
50;Gregory Saccomani;GregSacco75;394899849;4;0;Tue Apr 04 09:03:16 +0000 2023;True;[{'text': 'Tech', 'indices': [86, 91]}];[{'screen_name': 'GregSacco75', 'name': 'Gregory Saccomani', 'id': 394899849, 'id_str': '394899849', 'indices': [3, 15]}, {'screen_name': 'HayatOutahar', 'name': 'Hayat Outahar', 'id': 19390969, 'id_str': '19390969', 'indices': [32, 45]}, {'screen_name': 'MasterDevFrance', 'name': 'MasterDevFrance', 'id': 1612427198, 'id_str': '1612427198', 'indices': [58, 74]}, {'screen_name': 'Docapost', 'name': 'Docaposte', 'id': 47386712, 'id_str': '47386712', 'indices': [108, 117]}];RT @GregSacco75: Entretien avec @HayatOutahar marraine du @MasterDevFrance (événement #Tech 🇫🇷 organisé par @Docapost et soutenu par @Group…
51;Ayumi Moore Aoki;eurosagency;3113993056;3;0;Tue Apr 04 09:02:10 +0000 2023;True;[];[{'screen_name': 'eurosagency', 'name': 'Euros / Agency Group', 'id': 404968861, 'id_str': '404968861', 'indices': [3, 15]}, {'screen_name': '_GlobalWIN', 'name': 'GlobalWIN', 'id': 529621728, 'id_str': '529621728', 'indices': [86, 97]}];RT @eurosagency: Euros / Agency était honoré de recevoir aujourd'hui la délégation 🇺🇲 @_GlobalWIN à l'occasion d’une table ronde autour de…
53;Dr. Salma El Bourkadi 🦋;LeCnam;1,1371E+18;1;0;Tue Apr 04 08:32:32 +0000 2023;True;[{'text': 'VendrediLecture', 'indices': [12, 28]}];[{'screen_name': 'LeCnam', 'name': 'Le Cnam', 'id': 1266734143, 'id_str': '1266734143', 'indices': [3, 10]}];RT @LeCnam: #VendrediLecture 📚 Concilier ubérisation et souveraineté numérique, un défi de taille, un article de Salma El Bourkadi, docteur…
58;C. C. de Gastefer;LopezLiguori;457349028;6;0;Tue Apr 04 05:05:55 +0000 2023;True;[];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];RT @LopezLiguori: Je ne fais pas d’OPA sur la cybersécurité, mais merci de saluer mon travail à la présidence du groupe d’étude Économie, S…
59;Soren Gigler;RealSmartAfrica;1072020391;2;0;Mon Apr 03 20:54:46 +0000 2023;True;[];[{'screen_name': 'RealSmartAfrica', 'name': 'Smart Africa Org', 'id': 1652408840, 'id_str': '1652408840', 'indices': [3, 19]}];"RT @RealSmartAfrica: ""La souveraineté numérique de l’Afrique passe par la gestion de ses données, le nouveau pétrole. Je soutiens donc part…"
61;Caroline Ramade;eurosagency;454049447;3;0;Mon Apr 03 20:19:04 +0000 2023;True;[];[{'screen_name': 'eurosagency', 'name': 'Euros / Agency Group', 'id': 404968861, 'id_str': '404968861', 'indices': [3, 15]}, {'screen_name': '_GlobalWIN', 'name': 'GlobalWIN', 'id': 529621728, 'id_str': '529621728', 'indices': [86, 97]}];RT @eurosagency: Euros / Agency était honoré de recevoir aujourd'hui la délégation 🇺🇲 @_GlobalWIN à l'occasion d’une table ronde autour de…
64;Tech Flooz;Alliancy_lemag;1,53049E+18;8;0;Mon Apr 03 19:19:00 +0000 2023;True;[{'text': 'blockchain', 'indices': [101, 112]}];[{'screen_name': 'Alliancy_lemag', 'name': 'Alliancy Le Mag', 'id': 912513222, 'id_str': '912513222', 'indices': [3, 18]}, {'screen_name': 'HayatOutahar', 'name': 'Hayat Outahar', 'id': 19390969, 'id_str': '19390969', 'indices': [37, 50]}, {'screen_name': 'MasterDevFrance', 'name': 'MasterDevFrance', 'id': 1612427198, 'id_str': '1612427198', 'indices': [63, 79]}];RT @Alliancy_lemag: 📣 Entretien avec @HayatOutahar marraine du @MasterDevFrance et spécialiste de la #blockchain https://t.co/JBKA3tTX77 #m…
65;les Centristes 76 / Le Nouveau Centre;C_MorinDesailly;497912548;3;0;Mon Apr 03 18:00:16 +0000 2023;True;[];[{'screen_name': 'C_MorinDesailly', 'name': 'C.Morin-Desailly', 'id': 291596081, 'id_str': '291596081', 'indices': [3, 19]}];"RT @C_MorinDesailly: Il a fallu une pandémie &amp; une guerre pour que l’Union Européenne se réveille et face à la Chine &amp; aux Etats-Unis se do…"
66;Alexandre Zapolsky (we are hiring !);linagora;278458528;2;0;Mon Apr 03 17:52:45 +0000 2023;True;[{'text': 'opensource', 'indices': [31, 42]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [Les soirées #opensource Pro] Edition Spéciale
✨ Souveraineté Numérique💫
 
⏰ Lundi 24 avril - 18H30

⬇ DSI / CTO / CDO vo…"
67;carole liguori;LopezLiguori;716546181;6;0;Mon Apr 03 17:30:41 +0000 2023;True;[];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];RT @LopezLiguori: Je ne fais pas d’OPA sur la cybersécurité, mais merci de saluer mon travail à la présidence du groupe d’étude Économie, S…
68;Fabrice Frossard;linagora;37660948;2;0;Mon Apr 03 17:25:37 +0000 2023;True;[{'text': 'opensource', 'indices': [31, 42]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [Les soirées #opensource Pro] Edition Spéciale
✨ Souveraineté Numérique💫
 
⏰ Lundi 24 avril - 18H30

⬇ DSI / CTO / CDO vo…"
70;Web3TalentFair;Alliancy_lemag;1,50742E+18;8;0;Mon Apr 03 16:46:54 +0000 2023;True;[{'text': 'blockchain', 'indices': [101, 112]}];[{'screen_name': 'Alliancy_lemag', 'name': 'Alliancy Le Mag', 'id': 912513222, 'id_str': '912513222', 'indices': [3, 18]}, {'screen_name': 'HayatOutahar', 'name': 'Hayat Outahar', 'id': 19390969, 'id_str': '19390969', 'indices': [37, 50]}, {'screen_name': 'MasterDevFrance', 'name': 'MasterDevFrance', 'id': 1612427198, 'id_str': '1612427198', 'indices': [63, 79]}];RT @Alliancy_lemag: 📣 Entretien avec @HayatOutahar marraine du @MasterDevFrance et spécialiste de la #blockchain https://t.co/JBKA3tTX77 #m…
72;Benjamin Le Pan;eurosagency;476058686;3;0;Mon Apr 03 16:18:22 +0000 2023;True;[];[{'screen_name': 'eurosagency', 'name': 'Euros / Agency Group', 'id': 404968861, 'id_str': '404968861', 'indices': [3, 15]}, {'screen_name': '_GlobalWIN', 'name': 'GlobalWIN', 'id': 529621728, 'id_str': '529621728', 'indices': [86, 97]}];RT @eurosagency: Euros / Agency était honoré de recevoir aujourd'hui la délégation 🇺🇲 @_GlobalWIN à l'occasion d’une table ronde autour de…
77;Cath Ⓜ️;LopezLiguori;1,30073E+18;6;0;Mon Apr 03 13:47:21 +0000 2023;True;[];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];RT @LopezLiguori: Je ne fais pas d’OPA sur la cybersécurité, mais merci de saluer mon travail à la présidence du groupe d’étude Économie, S…
78;Gisèle;LopezLiguori;8,08563E+17;6;0;Mon Apr 03 13:39:19 +0000 2023;True;[];[{'screen_name': 'LopezLiguori', 'name': 'Aurélien Lopez-Liguori', 'id': 985438173831618560, 'id_str': '985438173831618560', 'indices': [3, 16]}];RT @LopezLiguori: Je ne fais pas d’OPA sur la cybersécurité, mais merci de saluer mon travail à la présidence du groupe d’étude Économie, S…
81;David Fayon #réseauxsociaux #MadeinFrance;fayon;113383501;2;0;Mon Apr 03 10:02:13 +0000 2023;True;[{'text': 'souveraineté', 'indices': [103, 116]}, {'text': 'numérique', 'indices': [120, 130]}];[{'screen_name': 'fayon', 'name': 'David Fayon #Transformationdigitale', 'id': 20511199, 'id_str': '20511199', 'indices': [3, 9]}, {'screen_name': 'MARKETOR_IT', 'name': 'Thierry Bayon', 'id': 40210418, 'id_str': '40210418', 'indices': [17, 29]}, {'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [82, 97]}];RT @fayon: Merci @MARKETOR_IT pour cette reprise et analyse de mon interview pour @SouveraineTech côté #souveraineté et #numérique en parti…
84;Tech Ethic;fayon;177139036;2;0;Mon Apr 03 08:25:11 +0000 2023;True;[{'text': 'souveraineté', 'indices': [103, 116]}, {'text': 'numérique', 'indices': [120, 130]}];[{'screen_name': 'fayon', 'name': 'David Fayon #Transformationdigitale', 'id': 20511199, 'id_str': '20511199', 'indices': [3, 9]}, {'screen_name': 'MARKETOR_IT', 'name': 'Thierry Bayon', 'id': 40210418, 'id_str': '40210418', 'indices': [17, 29]}, {'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [82, 97]}];RT @fayon: Merci @MARKETOR_IT pour cette reprise et analyse de mon interview pour @SouveraineTech côté #souveraineté et #numérique en parti…
87;CryptoChemists;Alliancy_lemag;9,50904E+17;8;0;Mon Apr 03 06:22:37 +0000 2023;True;[{'text': 'blockchain', 'indices': [101, 112]}];[{'screen_name': 'Alliancy_lemag', 'name': 'Alliancy Le Mag', 'id': 912513222, 'id_str': '912513222', 'indices': [3, 18]}, {'screen_name': 'HayatOutahar', 'name': 'Hayat Outahar', 'id': 19390969, 'id_str': '19390969', 'indices': [37, 50]}, {'screen_name': 'MasterDevFrance', 'name': 'MasterDevFrance', 'id': 1612427198, 'id_str': '1612427198', 'indices': [63, 79]}];RT @Alliancy_lemag: 📣 Entretien avec @HayatOutahar marraine du @MasterDevFrance et spécialiste de la #blockchain https://t.co/JBKA3tTX77 #m…
92;Paris Num. 777;GregSacco75;162135773;4;0;Sat Apr 01 13:20:01 +0000 2023;True;[{'text': 'Tech', 'indices': [86, 91]}];[{'screen_name': 'GregSacco75', 'name': 'Gregory Saccomani', 'id': 394899849, 'id_str': '394899849', 'indices': [3, 15]}, {'screen_name': 'HayatOutahar', 'name': 'Hayat Outahar', 'id': 19390969, 'id_str': '19390969', 'indices': [32, 45]}, {'screen_name': 'MasterDevFrance', 'name': 'MasterDevFrance', 'id': 1612427198, 'id_str': '1612427198', 'indices': [58, 74]}, {'screen_name': 'Docapost', 'name': 'Docaposte', 'id': 47386712, 'id_str': '47386712', 'indices': [108, 117]}];RT @GregSacco75: Entretien avec @HayatOutahar marraine du @MasterDevFrance (événement #Tech 🇫🇷 organisé par @Docapost et soutenu par @Group…
93;Damien Renou;pabiven;2554228722;2;0;Sat Apr 01 12:58:30 +0000 2023;True;[{'text': 'logiciellibre', 'indices': [53, 67]}, {'text': 'souverainetenumerique', 'indices': [74, 96]}];[{'screen_name': 'pabiven', 'name': 'Patrick Abiven', 'id': 274418404, 'id_str': '274418404', 'indices': [3, 11]}, {'screen_name': 'apitech_fr', 'name': 'Apitech - Logiciels et services', 'id': 1269376471, 'id_str': '1269376471', 'indices': [13, 24]}, {'screen_name': 'jdll_lyon', 'name': 'Journées du Logiciel Libre - @jdll @framapiaf.org', 'id': 182391877, 'id_str': '182391877', 'indices': [29, 39]}];"RT @pabiven: @apitech_fr aux @jdll_lyon.
En avant le #logiciellibre et la #souverainetenumerique. https://t.co/6JZUhuR3of"
